Statistical profiling result from isolate-con-v8.log, (2432 ticks, 14 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     26   83.9%      Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      4   15.4%        Function: ~<anonymous> node:internal/child_process:1:1
      4  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      4   15.4%        Function: ~<anonymous> node:crypto:1:1
      4  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      4  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      3   11.5%        Function: ~<anonymous> node:http:1:1
      3  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      3  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      2    7.7%        Function: ~<anonymous> node:tls:1:1
      2  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      2    7.7%        Function: ~<anonymous> node:child_process:1:1
      2  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        LazyCompile: ~lazyRequire node:internal/crypto/util:67:21
      1  100.0%          LazyCompile: ~get node:crypto:287:8
      1  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1    3.8%        LazyCompile: ~lazyLoadStreams node:fs:2841:25
      1  100.0%          LazyCompile: ~get ReadStream node:fs:2984:17
      1  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1    3.8%        LazyCompile: ~get BlockList node:net:1779:16
      1  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1  100.0%            Function: ^getOwn node:internal/bootstrap/loaders:180:16
      1    3.8%        Function: ~<anonymous> node:tty:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.8%        Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:internal/cluster/primary:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:_tls_wrap:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:_http_server:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:_http_common:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.8%        Function: ~<anonymous> node:_http_client:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      5   16.1%      Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      5  100.0%        Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      5  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      5  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
     23    2.8%    LazyCompile: *compileFunction node:vm:308:25
     20   87.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     20  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
     20  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     20  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3   13.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
      3  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      3  100.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     21    2.6%    LazyCompile: *getColorDepth node:internal/tty:106:23
     20   95.2%      LazyCompile: *log node:internal/console/constructor:358:6
     20  100.0%        t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     16   80.0%          LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     16  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      4   20.0%          Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      4  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      1    4.8%      LazyCompile: *value node:internal/console/constructor:299:20
      1  100.0%        Function: ^value node:internal/console/constructor:320:20
      1  100.0%          Function: ^log node:internal/console/constructor:358:6
      1  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     17    2.1%    LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     17  100.0%      Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
     17  100.0%        Function: ^next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:114:16
     17  100.0%          Function: ^dispatch /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:98:45
     17  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
     16    2.0%    LazyCompile: *writeOrBuffer node:internal/streams/writable:365:23
     16  100.0%      LazyCompile: *value node:internal/console/constructor:257:20
     14   87.5%        LazyCompile: *log node:internal/console/constructor:358:6
     14  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     12   85.7%            LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      2   14.3%            Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      2   12.5%        Function: ^log node:internal/console/constructor:358:6
      2  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      2  100.0%            Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     16    2.0%    Function: ^writevGeneric node:internal/stream_base_commons:126:23
     16  100.0%      Function: ^Socket._writeGeneric node:net:769:42
     16  100.0%        Function: ^Socket._writev node:net:801:36
     16  100.0%          Function: ^doWrite node:internal/streams/writable:398:17
     16  100.0%            Function: ^clearBuffer node:internal/streams/writable:529:21
     14    1.7%    LazyCompile: *log node:internal/console/constructor:358:6
     14  100.0%      t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     12   85.7%        LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     12  100.0%          Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
     12  100.0%            Function: ^next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:114:16
      2   14.3%        Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      2  100.0%          Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            Function: ^next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:114:16
     13    1.6%    Function: ^handleWriteReq node:internal/stream_base_commons:45:24
     13  100.0%      Function: ^writeGeneric node:internal/stream_base_commons:151:22
     13  100.0%        Function: ^Socket._writeGeneric node:net:769:42
     13  100.0%          Function: ^Socket._write node:net:806:35
     13  100.0%            Function: ^writeOrBuffer node:internal/streams/writable:365:23
     12    1.5%    LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
     12  100.0%      LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      3   25.0%        LazyCompile: ~initializeCJSLoader node:internal/bootstrap/pre_execution:422:29
      3  100.0%          LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      3  100.0%            Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2   16.7%        Function: ~<anonymous> node:internal/process/esm_loader:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      2   16.7%        Function: ~<anonymous> node:internal/modules/esm/loader:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      2   16.7%        Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    8.3%        LazyCompile: ~initializeSourceMapsHandlers node:internal/bootstrap/pre_execution:461:38
      1  100.0%          LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1  100.0%            Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    8.3%        Function: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    8.3%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
     11    1.4%    Function: ^authenticate /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/passport/lib/middleware/authenticate.js:94:31
     11  100.0%      LazyCompile: *next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/index.js:176:16
     11  100.0%        Function: ^initialize /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/passport/lib/middleware/initialize.js:51:29
     11  100.0%          LazyCompile: *next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/index.js:176:16
     11  100.0%            Function: ^session /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:179:26
     11    1.4%    Function: ^Hash node:internal/crypto/hash:58:14
     11  100.0%      Function: ^createHash node:crypto:129:20
      8   72.7%        Function: ^hash /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:596:14
      6   75.0%          Function: ^isModified /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:425:24
      4   66.7%            Function: ^shouldSave /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:440:24
      2   33.3%            Function: ^shouldSetCookie /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:464:29
      2   25.0%          Function: ^generate /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:363:22
      2  100.0%            Function: ^session /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:179:26
      3   27.3%        Function: ^entitytag /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/etag/index.js:39:20
      3  100.0%          Function: ^etag /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/etag/index.js:70:15
      3  100.0%            Function: ^generateETag /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/utils.js:275:32

    588   24.2%  T ___bsdthread_terminate
    588  100.0%    LazyCompile: *writeOrBuffer node:internal/streams/writable:365:23
    586   99.7%      LazyCompile: *value node:internal/console/constructor:257:20
    517   88.2%        LazyCompile: *log node:internal/console/constructor:358:6
    517  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
    409   79.1%            LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
    108   20.9%            Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     69   11.8%        Function: ^log node:internal/console/constructor:358:6
     69  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     69  100.0%            Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25

    291   12.0%  T node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    290   99.7%    Function: ^compileFunction node:vm:308:25
    224   77.2%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    224  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
    221   98.7%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
    193   87.3%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     28   12.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      3    1.3%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      3  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     64   22.1%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     64  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     64  100.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     64  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    194    8.0%  t node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
    191   98.5%    Function: ^readSync node:fs:684:18
    148   77.5%      Function: ^tryReadSync node:fs:429:21
    148  100.0%        Function: ^readFileSync node:fs:450:22
    139   93.9%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
    118   84.9%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     21   15.1%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      8    5.4%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      7   87.5%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1   12.5%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
     43   22.5%      LazyCompile: *readFileSync node:fs:450:22
     43  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     43  100.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
     43  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3    1.5%    LazyCompile: ~readSync node:fs:684:18
      3  100.0%      LazyCompile: ~tryReadSync node:fs:429:21
      3  100.0%        LazyCompile: ~readFileSync node:fs:450:22
      3  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      3  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33

     78    3.2%  t _mach_error_string_int

     77    3.2%  t node::EnvGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
     76   98.7%    LazyCompile: *getColorDepth node:internal/tty:106:23
     67   88.2%      LazyCompile: *log node:internal/console/constructor:358:6
     67  100.0%        t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
     60   89.6%          LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
     60  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      7   10.4%          Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      7  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      4    5.3%      LazyCompile: *value node:internal/console/constructor:320:20
      4  100.0%        Function: ^log node:internal/console/constructor:358:6
      4  100.0%          t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      4  100.0%            Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      4    5.3%      LazyCompile: *value node:internal/console/constructor:299:20
      4  100.0%        Function: ^value node:internal/console/constructor:320:20
      4  100.0%          Function: ^log node:internal/console/constructor:358:6
      4  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1    1.3%      Function: ^value node:internal/console/constructor:299:20
      1  100.0%        Function: ^value node:internal/console/constructor:320:20
      1  100.0%          Function: ^log node:internal/console/constructor:358:6
      1  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1    1.3%    Function: ^getColorDepth node:internal/tty:106:23
      1  100.0%      Function: ^value node:internal/console/constructor:299:20
      1  100.0%        Function: ^value node:internal/console/constructor:320:20
      1  100.0%          Function: ^log node:internal/console/constructor:358:6
      1  100.0%            t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)

     34    1.4%  /usr/lib/system/libsystem_kernel.dylib
     10   29.4%    LazyCompile: *compileFunction node:vm:308:25
      7   70.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
      7  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      7  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      7  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3   30.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
      3  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      3  100.0%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      3  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      4   11.8%    LazyCompile: *readFileSync node:fs:450:22
      4  100.0%      Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      4  100.0%        Function: ^Module.load node:internal/modules/cjs/loader:969:33
      4  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      4  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
      2    5.9%    LazyCompile: ~value node:internal/console/constructor:320:20
      2  100.0%      LazyCompile: ~log node:internal/console/constructor:358:6
      2  100.0%        t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      2  100.0%          LazyCompile: ~init /Users/tepexic/Documents/GitHub/desafio-clase-12/models/ContenedorMongo.js:26:13
      2  100.0%            LazyCompile: ~ContenedorMongo /Users/tepexic/Documents/GitHub/desafio-clase-12/models/ContenedorMongo.js:21:14
      2    5.9%    LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%      LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%        LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      2  100.0%          LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:74:31
      2  100.0%            Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.9%    LazyCompile: ~setStreamTimeout node:internal/stream_base_commons:254:26
      1  100.0%      LazyCompile: ~makeConnection /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:227:24
      1  100.0%        LazyCompile: ~connect /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:15:17
      1  100.0%          LazyCompile: ~checkServer /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/monitor.js:138:21
      1  100.0%            LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/monitor.js:222:12
      1    2.9%    LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:82:28
      1  100.0%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.9%    LazyCompile: ~nextTick node:internal/process/task_queues:104:18
      1  100.0%      LazyCompile: ~resume /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_readable.js:902:16
      1  100.0%        LazyCompile: ~Readable.resume /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_readable.js:886:38
      1  100.0%          LazyCompile: ~Readable.on /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_readable.js:804:34
      1  100.0%            LazyCompile: ~Readable.pipe /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_readable.js:608:36
      1    2.9%    LazyCompile: ~isBsonType /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongoose/lib/helpers/isBsonType.js:9:20
      1  100.0%      LazyCompile: ~clone /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongoose/lib/helpers/clone.js:31:15
      1  100.0%        LazyCompile: ~cloneObject /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongoose/lib/helpers/clone.js:110:21
      1  100.0%          LazyCompile: ~clone /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongoose/lib/helpers/clone.js:31:15
      1  100.0%            LazyCompile: ~cloneObject /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongoose/lib/helpers/clone.js:110:21
      1    2.9%    LazyCompile: ~_write /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/winston-transport/index.js:69:51
      1  100.0%      LazyCompile: ~doWrite /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_writable.js:404:17
      1  100.0%        LazyCompile: ~writeOrBuffer /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_writable.js:363:23
      1  100.0%          LazyCompile: ~Writable.write /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_writable.js:288:37
      1  100.0%            LazyCompile: ~ondata /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/readable-stream/lib/_stream_readable.js:679:18
      1    2.9%    LazyCompile: ~_copy node:buffer:200:15
      1  100.0%      LazyCompile: ~copy node:buffer:774:16
      1  100.0%        LazyCompile: ~serialize /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/bson/lib/bson.js:111:19
      1  100.0%          LazyCompile: ~toBin /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/commands.js:82:10
      1  100.0%            LazyCompile: ~writeCommand /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/message_stream.js:35:17
      1    2.9%    LazyCompile: ~MessageStream /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/message_stream.js:21:16
      1  100.0%      LazyCompile: ~Connection /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connection.js:37:16
      1  100.0%        LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:16:29
      1  100.0%          LazyCompile: ~callback /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:239:31
      1  100.0%            LazyCompile: ~connectHandler /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:270:28
      1    2.9%    LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      1  100.0%      LazyCompile: ~handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      1  100.0%        LazyCompile: ~next /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:114:16
      1  100.0%          LazyCompile: ~dispatch /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/route.js:98:45
      1  100.0%            LazyCompile: ~handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      1    2.9%    LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/execute_operation.js:47:70
      1  100.0%      LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/indexes.js:129:40
      1  100.0%        LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/indexes.js:107:52
      1  100.0%          LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connection_pool.js:266:27
      1  100.0%            LazyCompile: ~handleOperationResult /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/server.js:322:42
      1    2.9%    Function: ~<anonymous> node:internal/fs/rimraf:1:1
      1  100.0%      LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%        LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%          Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27

     31    1.3%  T _thread_destruct_special_reply_port
      6   19.4%    LazyCompile: *compileFunction node:vm:308:25
      6  100.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
      6  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      6  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      6  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    3.2%    t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1  100.0%      LazyCompile: ~ServerDescription /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/server_description.js:34:16
      1  100.0%        LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/server.js:58:62
      1  100.0%          Function: ^emit node:events:340:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/monitor.js:200:52
      1    3.2%    LazyCompile: ~writeHead /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/on-headers/index.js:28:29
      1  100.0%      LazyCompile: ~_implicitHeader node:_http_server:264:68
      1  100.0%        LazyCompile: ~write_ node:_http_outgoing:730:16
      1  100.0%          LazyCompile: ~end node:_http_outgoing:833:45
      1  100.0%            LazyCompile: ~end /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:250:27
