Statistical profiling result from isolate-con-v8.log, (2432 ticks, 14 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    3.2%    LazyCompile: ~jsonParser /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/body-parser/lib/types/json.js:98:30
      1  100.0%      Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      1  100.0%        Function: ^trim_prefix /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/index.js:288:23
      1  100.0%          Function: ^<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/index.js:275:64
      1  100.0%            Function: ^process_params /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/index.js:327:47
      1    3.2%    LazyCompile: ~insert node:internal/priority_queue:34:9
      1  100.0%      LazyCompile: ~insert node:internal/timers:350:16
      1  100.0%        LazyCompile: ~setUnrefTimeout node:internal/timers:372:25
      1  100.0%          LazyCompile: ~setStreamTimeout node:internal/stream_base_commons:254:26
      1  100.0%            LazyCompile: ~makeConnection /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:227:24
      1    3.2%    LazyCompile: ~inTransaction /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sessions.js:218:18
      1  100.0%      LazyCompile: ~executeWithServerSelection /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/execute_operation.js:66:36
      1  100.0%        LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/execute_operation.js:17:48
      1  100.0%          LazyCompile: ~maybePromise /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/utils.js:482:22
      1  100.0%            LazyCompile: ~executeOperation /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/operations/execute_operation.js:12:26
      1    3.2%    LazyCompile: ~freeParser node:_http_common:192:20
      1  100.0%      LazyCompile: ~socketOnClose node:_http_server:587:23
      1  100.0%        Function: ^emit node:events:340:44
      1  100.0%          LazyCompile: ~<anonymous> node:net:685:24
      1    3.2%    LazyCompile: ~formatProperty node:internal/util/inspect:1672:24
      1  100.0%      LazyCompile: ~formatRaw node:internal/util/inspect:796:19
      1  100.0%        Function: ^formatValue node:internal/util/inspect:726:21
      1  100.0%          Function: ^inspect node:internal/util/inspect:286:17
      1  100.0%            Function: ^formatWithOptionsInternal node:internal/util/inspect:1891:35
      1    3.2%    LazyCompile: ~clearBuffer node:internal/streams/writable:529:21
      1  100.0%      LazyCompile: ~Writable.uncork node:internal/streams/writable:341:37
      1  100.0%        LazyCompile: ~end node:_http_outgoing:833:45
      1  100.0%          LazyCompile: ~end /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express-session/index.js:250:27
      1  100.0%            LazyCompile: ~send /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/response.js:107:25
      1    3.2%    LazyCompile: ~Resolver node:internal/dns/utils:53:14
      1  100.0%      Function: ~<anonymous> node:internal/dns/utils:1:1
      1  100.0%        Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%          Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%            Function: ~<anonymous> node:dns:1:1
      1    3.2%    LazyCompile: ~Logger /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/winston/lib/winston/logger.js:40:14
      1  100.0%      LazyCompile: ~DerivedLogger /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/winston/lib/winston/create-logger.js:43:16
      1  100.0%        LazyCompile: ~module.exports /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/winston/lib/winston/create-logger.js:25:27
      1  100.0%          Function: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/winston/lib/winston.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1    3.2%    LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/sdam/monitor.js:200:52
      1  100.0%      LazyCompile: ~callback /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:48:31
      1  100.0%        LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connect.js:73:85
      1  100.0%          LazyCompile: ~messageHandler /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%            Function: ^emit node:events:340:44
      1    3.2%    LazyCompile: *get node:internal/console/constructor:202:14
      1  100.0%      LazyCompile: *log node:internal/console/constructor:358:6
      1  100.0%        t node::fs::FileHandle::DoShutdown(node::ShutdownWrap*)::$_2::__invoke(uv_fs_s*)
      1  100.0%          LazyCompile: *<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/routes/info.js:21:25
      1  100.0%            Function: ^handle /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/express/lib/router/layer.js:86:49
      1    3.2%    Function: ^toString node:buffer:782:46
      1  100.0%      LazyCompile: ~clientFirstMessageBare /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/auth/scram.js:51:32
      1  100.0%        LazyCompile: ~makeFirstMessage /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/auth/scram.js:61:26
      1  100.0%          LazyCompile: ~<anonymous> /Users/tepexic/Documents/GitHub/desafio-clase-12/node_modules/mongodb/lib/cmap/auth/scram.js:25:32
      1  100.0%            LazyCompile: ~<anonymous> node:internal/crypto/random:104:43
      1    3.2%    Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
      1    3.2%    Function: ^emit node:events:340:44
      1  100.0%      Function: ^resume_ node:internal/streams/readable:985:17
      1  100.0%        Function: ^processTicksAndRejections node:internal/process/task_queues:68:35

